Symbol,Annual_Return,Volatility,Sharpe_Ratio,Total_Return,Sector,Sector_Code
HLT,0.2622507294188507,0.22732101731303073,0.9776954724463597,0.5971027935238231,Consumer Discretionary,XLY
TRV,0.26290896317186363,0.22929091418416192,0.9721665769661835,0.597254809510674,Financial,XLF
HAS,0.35262530709451506,0.32329170287887776,0.9670068990655202,0.8149831733190824,Consumer Discretionary,XLY
IVZ,0.3870075701063449,0.3594458037812322,0.9653960804548507,0.8942369063391837,Financial,XLF
CRWD,0.48425800272246405,0.46293698382234966,0.9596511366500509,1.1110287481118402,Technology,XLK
ABBV,0.27645373370543525,0.248434838049964,0.951773654457757,0.6247210734727751,Healthcare,XLV
TER,0.5329611729238882,0.5240676814534514,0.9406441006946045,1.193874584625858,Technology,XLK
GILD,0.28605780127581226,0.26306192095496544,0.9353607712685099,0.6454527811314692,Healthcare,XLV
UHS,0.3139730636861759,0.3070283177064354,0.8923380935439799,0.6951106255733024,Healthcare,XLV
JBL,0.3921399859943191,0.39703260930351086,0.8869296318306347,0.857337333694191,Technology,XLK
RF,0.29208566698248917,0.2852556542102619,0.8837183882661162,0.6454177605137379,Financial,XLF
LHX,0.21867882384777926,0.20473545610372693,0.8727302405170779,0.4791728816273557,Industrial,XLI
BKNG,0.2792207078662743,0.27427902089040634,0.8721801145770448,0.6128478820224177,Consumer Discretionary,XLY
ICE,0.19541728325577787,0.17861329943395862,0.8701327602609045,0.42646137618619084,Financial,XLF
RJF,0.2595579150984558,0.256213671895991,0.8569328618325432,0.5669245452925202,Financial,XLF
PNR,0.26623907256877216,0.2660982446385873,0.8502088124483813,0.580146954151503,Industrial,XLI
ORCL,0.4528768839740919,0.48986066819663454,0.8428455493151767,0.9578503951413926,Technology,XLK
TDG,0.25210567356369007,0.2529299277136386,0.8385946079256829,0.5446314513014188,Industrial,XLI
AMAT,0.4077396354013532,0.44131416432729215,0.8332831010804045,0.8467128241971711,Technology,XLK
EXPE,0.39429876222535376,0.4265380774242292,0.8306380625262978,0.8251298691825328,Consumer Discretionary,XLY
ALL,0.23697127554832337,0.237752201062346,0.8284729843433558,0.5112990865601637,Financial,XLF
LLY,0.3362195517378791,0.35787184844708075,0.8277252123162789,0.7130490621804788,Healthcare,XLV
EMR,0.2739625530816773,0.2828757868140307,0.8270858234872179,0.5897892838490082,Industrial,XLI
BLK,0.23399003460316195,0.2355448204926291,0.8235801330610557,0.5042573012860474,Financial,XLF
GRMN,0.32444817587124414,0.34741043732209415,0.8187669261287165,0.6919699463450759,Consumer Discretionary,XLY
FITB,0.26378565416379757,0.2733752923745882,0.8186023404673997,0.565602807270746,Financial,XLF
JNJ,0.18147191593171458,0.17314646414922724,0.8170650011644836,0.3903626050138118,Healthcare,XLV
MTB,0.2636707648227894,0.2740362843910134,0.8162085736925293,0.5652405909137981,Financial,XLF
AZO,0.21327775557255432,0.21249460439602338,0.8154454371444597,0.45875768514860327,Consumer Discretionary,XLY
CME,0.18291127553788047,0.17582316738647413,0.8128125414994342,0.39295431784202983,Financial,XLF
PNC,0.24110326606446278,0.24961395066233594,0.8056571579066277,0.51543589304282,Financial,XLF
RSG,0.17240702727703403,0.16710511754835547,0.7923577040584601,0.36827381154407335,Industrial,XLI
WRB,0.21900599059608167,0.22731674078168596,0.78747385687708,0.4654914747980978,Financial,XLF
JEF,0.33712482091038065,0.37986439606725597,0.7821865486381987,0.6877613516942491,Financial,XLF
KKR,0.345418731031035,0.3914831905173379,0.7801579695604037,0.7020253728467996,Financial,XLF
CBOE,0.20700897573354618,0.21426179373235618,0.7794622308733419,0.43958104192188374,Financial,XLF
RMD,0.2903810304239889,0.3243066428353445,0.7720502677187258,0.6040510033201527,Healthcare,XLV
SCHW,0.24012521716930127,0.25999439653817813,0.7697289627544509,0.5042248459374952,Financial,XLF
KEY,0.29235303307447685,0.3299757345044505,0.7647623951908297,0.6032591398852449,Financial,XLF
TFC,0.2540138676084357,0.28054583402516964,0.7628481397775276,0.529846591786711,Financial,XLF
URI,0.3150460019644594,0.3641460122754093,0.7553179018652492,0.6388956793157314,Industrial,XLI
HBAN,0.25887444733722637,0.2912870369666659,0.7514046955761844,0.5353625967955253,Financial,XLF
GD,0.18621530858902685,0.1956287944790059,0.7474120002549935,0.3920295197096433,Industrial,XLI
TSLA,0.5138906371564148,0.6354500573749674,0.7457559121389467,0.8659777183128872,Consumer Discretionary,XLY
DAL,0.3579937711888485,0.4281950879624397,0.7426375970402123,0.7010331899419155,Industrial,XLI
FTNT,0.3392051728660653,0.40363919922831126,0.7412688694212409,0.6664110127150971,Technology,XLK
AMZN,0.2728917387536173,0.3145469501886,0.7404037413619083,0.5569800680383437,Consumer Discretionary,XLY
PGR,0.20328665916832572,0.22779767307923893,0.7168056502119177,0.42019153840222856,Financial,XLF
FSLR,0.45381866692887757,0.5795450632097471,0.7140405348929867,0.7719767278809488,Technology,XLK
DGX,0.1922846533241158,0.2160660614061636,0.7048059854150311,0.3976865265705294,Healthcare,XLV
CB,0.17101282108133406,0.18729400674259253,0.6995035418372543,0.35496773447478946,Financial,XLF
ADI,0.29058797184494745,0.35928667345053983,0.6974596898858926,0.5672647078077486,Technology,XLK
AFL,0.18558536702336675,0.20924333913379436,0.6957706162884189,0.38204904402685624,Financial,XLF
MDT,0.1767615699683784,0.19951030377914322,0.6854862499721953,0.36405151532326174,Healthcare,XLV
MPWR,0.42685063911574067,0.5645708193223319,0.6852118917164138,0.698422083130928,Technology,XLK
WTW,0.17160145747220168,0.1921663779913466,0.6848308161281356,0.3541669794243547,Financial,XLF
FICO,0.3132940490077763,0.4000035998841513,0.6832289736565559,0.5854600323278263,Technology,XLK
AMD,0.4106570538758583,0.5458485881046976,0.6790473804518914,0.690738475927221,Technology,XLK
PODD,0.29853854687400305,0.3841673292617013,0.6729842107366768,0.564214448299863,Healthcare,XLV
MAR,0.21116242640882718,0.25454546865227845,0.6724237807691773,0.42496709415530076,Consumer Discretionary,XLY
ROK,0.260923554951957,0.3313230869431445,0.666791912964,0.5028168084202729,Industrial,XLI
VLTO,0.1794141095057206,0.21036623243368785,0.6627209504722533,0.36549767595537186,Industrial,XLI
ETN,0.25415839568565934,0.3268517695812979,0.6552156531384227,0.48629869888248933,Industrial,XLI
HUBB,0.24036976511779384,0.30628838025588867,0.6541866359748773,0.46660052617755876,Industrial,XLI
FFIV,0.23079755065255805,0.291705368826513,0.6540762393921923,0.4525230328918808,Technology,XLK
FAST,0.19495849588359518,0.23801418151113918,0.651047323734124,0.39145302665363,Industrial,XLI
AAPL,0.2224563420454985,0.28088129961224856,0.6495852244253216,0.43790704510566214,Technology,XLK
CTAS,0.18492140879357655,0.22400273487506844,0.6469626760334091,0.37203324534230187,Industrial,XLI
LVS,0.26157279522058935,0.3538516000317441,0.6261743487968177,0.4844085747624969,Consumer Discretionary,XLY
AIZ,0.1865226110449738,0.23410893863030832,0.6258736291840359,0.37087497647711243,Financial,XLF
ROST,0.18763237508647906,0.23691275891062957,0.6231507993293443,0.3719827300588332,Consumer Discretionary,XLY
KEYS,0.24361525588158242,0.32685402646171285,0.6229547118809429,0.45839397784773994,Technology,XLK
NSC,0.19838517661236052,0.25438460970972543,0.622620907739236,0.3906091072897686,Industrial,XLI
USB,0.20174141459447498,0.26981728661850246,0.5994479324194038,0.3872595537396697,Financial,XLF
AMP,0.19038124947546511,0.25130796598735966,0.5983942804384841,0.36975552018685676,Financial,XLF
J,0.1823882014135184,0.23842793057085304,0.5971959789803454,0.35559842062731617,Industrial,XLI
SMCI,0.6602963898211239,1.0447780736007997,0.5937111483238627,0.27232713747572856,Technology,XLK
DOV,0.18537233159225913,0.24491059879721866,0.5935730519879405,0.3606632737930746,Industrial,XLI
STE,0.17072357460397358,0.22281325692697126,0.5866956769399911,0.33573633450172613,Healthcare,XLV
MCO,0.17835391643667542,0.2370840299720331,0.5835648923843412,0.3461329764233916,Financial,XLF
XYL,0.17268675680976978,0.2287234418406041,0.5801187483976317,0.3369389943811394,Industrial,XLI
BX,0.23884526634925535,0.3429615727868129,0.579788763894137,0.4290204906532531,Financial,XLF
ADSK,0.19656693598276215,0.2753521857573113,0.5686061127575592,0.3693138599001875,Technology,XLK
DE,0.18323582429676297,0.2604315083815825,0.5499942199270864,0.3445382186384547,Industrial,XLI
MSFT,0.1609465887437178,0.2217184482011548,0.545496280192204,0.31032742156315596,Technology,XLK
WM,0.13959063121054496,0.18443373207940608,0.5399805669370027,0.2745934798142491,Industrial,XLI
CCL,0.2800366929286946,0.44829830082619393,0.5354396670393744,0.4284925437521123,Consumer Discretionary,XLY
SNA,0.16817890207353675,0.24247653724632798,0.5286239383372663,0.31625916662511866,Industrial,XLI
BWA,0.19879015882729542,0.3036812959167978,0.5228842242256517,0.3535960702570802,Consumer Discretionary,XLY
SYK,0.14645966201092972,0.2036588502844008,0.5227352597849952,0.28276124837775396,Healthcare,XLV
SYM,0.5268373751017476,0.9350327519474699,0.5206634463742271,0.1861712416251744,Healthcare,XLV
NTAP,0.21427820263446082,0.3397126771740297,0.5130164822938907,0.3638421189134655,Technology,XLK
TSCO,0.1739137149799308,0.2622393599246357,0.5106545219543547,0.3181084468200235,Consumer Discretionary,XLY
AME,0.15235268588031003,0.22178036802894752,0.5065943702719683,0.28794036447647375,Industrial,XLI
F,0.2181487400339976,0.35194510079154356,0.5061833213002012,0.36013147227283593,Consumer Discretionary,XLY
QCOM,0.23273173197474237,0.38363104458013925,0.5023882574093436,0.3705914067031668,Technology,XLK
MET,0.16512884422260438,0.2511185051173853,0.4982860349702739,0.3022718497052346,Financial,XLF
WAT,0.21462026683988653,0.35588801331933156,0.49066071433881947,0.3514410137676929,Healthcare,XLV
PHM,0.20180065068294864,0.3323277750015595,0.486870682663191,0.33803780193674604,Consumer Discretionary,XLY
AMGN,0.16949359022264845,0.26706071506361134,0.4848844585464556,0.3039549396516672,Healthcare,XLV
EXPD,0.15906375400350756,0.248503821425657,0.4791224268522042,0.2891746986261936,Industrial,XLI
PANW,0.22824904285604689,0.39643233614178824,0.4748579409241672,0.33261837270201333,Technology,XLK
IDXX,0.21370443498743696,0.36922145985160204,0.4704613731207619,0.3439352750481912,Healthcare,XLV
TDY,0.14678632201930597,0.2287585666756079,0.4668079695163276,0.26928965512740466,Technology,XLK
BR,0.13317111227733067,0.19964837219925763,0.4666760427394915,0.2513702750590281,Industrial,XLI
VRTX,0.18154071990356677,0.30658508258354433,0.46166864581546285,0.300813990934933,Healthcare,XLV
ABT,0.13029241344001624,0.20010292482511427,0.4512298534313274,0.2438375948593423,Healthcare,XLV
MTD,0.18655957211530408,0.33428607186807063,0.43842560145056025,0.2974177089933021,Healthcare,XLV
CDNS,0.19965875689933796,0.3689931714231123,0.4326875651480892,0.298541947024592,Technology,XLK
GEN,0.16111051467323298,0.28618961897118805,0.42318276640714103,0.2697557374285111,Technology,XLK
PFG,0.14450128154792133,0.24779104973308266,0.42173146148938295,0.2525157489531251,Financial,XLF
PCAR,0.15424334336428117,0.2732873315744393,0.41803380605354923,0.26042898521216595,Industrial,XLI
LOW,0.13698626669629385,0.2338274125761691,0.41477714536442833,0.2427028915529128,Consumer Discretionary,XLY
GWW,0.13109813591081046,0.22304328590158157,0.4084325405383767,0.23388827211297314,Industrial,XLI
AIG,0.12753955643690904,0.22047746373409027,0.3970453712334393,0.22651539060899695,Financial,XLF
EW,0.17590237258796892,0.34237303993848517,0.39694238954208183,0.24588034202361575,Healthcare,XLV
SPGI,0.12038750905358382,0.20264232903071838,0.39669653146060097,0.21844198179472163,Financial,XLF
GEHC,0.16794425332179133,0.3281581557693899,0.3898859469813176,0.2513344580517354,Healthcare,XLV
LH,0.1277268180988375,0.23064964427498094,0.38034664382247835,0.22203201920052296,Healthcare,XLV
YUM,0.11859878121151536,0.20775731134942246,0.37832016934086043,0.21205590096662608,Consumer Discretionary,XLY
ULTA,0.17644174368350288,0.36205625726955976,0.37685232873055596,0.24751119012667355,Consumer Discretionary,XLY
GDDY,0.14607645152431248,0.2833568111624407,0.3743564556967778,0.23152151970579382,Technology,XLK
ACGL,0.1273438609759038,0.23800343251003284,0.3669857197215922,0.21634469212737661,Financial,XLF
TXN,0.16580437497610087,0.34509023638754865,0.364555011156033,0.234389329738665,Technology,XLK
PRU,0.13015640213752883,0.2475197299586826,0.3642392554022996,0.21733216186109416,Financial,XLF
NOW,0.16781817706669774,0.36637849389431004,0.3488692136596034,0.22212045040011663,Technology,XLK
ADP,0.10123234470828521,0.17727304611000516,0.3454126053110637,0.1843894094646379,Industrial,XLI
VTRS,0.1534480815655787,0.32992643388926984,0.3438587209524843,0.21641671839907328,Healthcare,XLV
GL,0.2090738439891925,0.4961758226910535,0.3407538946017271,0.09269290689004128,Financial,XLF
CPAY,0.1480432418507075,0.3173223327300878,0.3404842039359654,0.21301112534896682,Financial,XLF
NOC,0.11601128105458149,0.2318229658142157,0.32788503411477093,0.19243329295946343,Industrial,XLI
MHK,0.1657175794581453,0.38758994014512393,0.32435717864884034,0.1992415902666449,Consumer Discretionary,XLY
DRI,0.12296158256516829,0.26200525833862315,0.3166409067177817,0.193290843497824,Consumer Discretionary,XLY
TROW,0.12300366698550162,0.2654178624417517,0.31272826260409475,0.19046303853062718,Financial,XLF
CTSH,0.11345676287505801,0.23582444202782477,0.31148918340869386,0.18509429838980473,Technology,XLK
VRSN,0.10932532051812018,0.22296993557433784,0.31091779409429493,0.1819369587001307,Technology,XLK
MSI,0.10378130223156452,0.2053141199678816,0.3106522933811965,0.17763641077738201,Technology,XLK
INTU,0.13012763128517735,0.29371863174909824,0.3068502353714034,0.18859479268213764,Technology,XLK
TMO,0.118265907716981,0.2701686235122265,0.2896928099921976,0.17670616182828036,Healthcare,XLV
DHI,0.1418925049900298,0.35796042351336615,0.2846474031680912,0.1687806760347641,Consumer Discretionary,XLY
FIS,0.11298105246477534,0.25693486013870137,0.2840449615337441,0.17104549189382756,Financial,XLF
TYL,0.10907700390382472,0.2551578294867767,0.2707226505365949,0.1643882651748636,Technology,XLK
A,0.11744882565053952,0.2903504796552498,0.26674254419176113,0.16088596813710798,Healthcare,XLV
NVR,0.10429413339490241,0.25451286790529215,0.25261643516911364,0.15333641178818436,Consumer Discretionary,XLY
ZBRA,0.1373015060430606,0.39748252654978755,0.24479442376411703,0.12145848508331003,Technology,XLK
MCD,0.08373949259704423,0.18152789700270547,0.24095190501982372,0.14246293072912408,Consumer Discretionary,XLY
BMY,0.10838959439396899,0.2870783007189546,0.23822627562826976,0.14311628482964323,Healthcare,XLV
HD,0.09027427865948198,0.21869413225193582,0.2298839851888023,0.14054299334501907,Consumer Discretionary,XLY
NXPI,0.13121188492668615,0.4146304453703473,0.21998356836825095,0.09585451996413275,Technology,XLK
CSX,0.08890504698728856,0.2252384977834656,0.21712561337673153,0.13430547320684805,Industrial,XLI
BBY,0.12311109692624211,0.38508439553755325,0.21582566805965825,0.10139181767416261,Consumer Discretionary,XLY
RVTY,0.11115882581143507,0.3386530872771406,0.21012306836937658,0.1133288690330736,Healthcare,XLV
NCLH,0.1365332761982441,0.5105576452054088,0.18907419584209062,0.012847953276083235,Consumer Discretionary,XLY
CVS,0.10455872391379692,0.34308482583830496,0.18817131814574417,0.09405014234386444,Healthcare,XLV
DVA,0.08969623567029539,0.3007821371498926,0.16522336113839642,0.09118792890522043,Healthcare,XLV
TXT,0.08215985222441885,0.2574512974594814,0.16375855410499188,0.10145692675981688,Industrial,XLI
IR,0.08759666094347293,0.2934115944896493,0.16221806444377576,0.0913565279477242,Industrial,XLI
SOLV,0.09180489504422726,0.3264596685914399,0.15868696818736414,0.06787500381469713,Healthcare,XLV
MSCI,0.08157985073728978,0.2777535913180431,0.14970049726442083,0.08831720801658283,Financial,XLF
HOLX,0.07496979632560924,0.23976546171734212,0.14585001557411506,0.09653354115816737,Healthcare,XLV
BIO,0.09624018409986744,0.38820950039606655,0.1448707052312965,0.04458618794886049,Healthcare,XLV
DPZ,0.07893670484593902,0.2740386673816781,0.1420847109568972,0.08475645508891438,Consumer Discretionary,XLY
CI,0.08065719783462136,0.3128438485718194,0.12996003603787562,0.06394081569907373,Healthcare,XLV
CRM,0.0837959924861906,0.34090186828659597,0.12847096645821648,0.049842431873149406,Technology,XLK
IQV,0.08232886637917881,0.34455455147202857,0.12285098600015194,0.049098882312121894,Healthcare,XLV
HON,0.06635202399445861,0.21679207494715536,0.12155436955378607,0.0886534794838032,Industrial,XLI
FDX,0.07646045812499815,0.3243787664669236,0.11240087790615592,0.04728854243134295,Industrial,XLI
AON,0.06217509474174117,0.21439593184460326,0.1034305760886076,0.08053441371038561,Financial,XLF
JBHT,0.07447911239101969,0.3479542746338626,0.09909092919551164,0.030986184563794206,Industrial,XLI
BRO,0.059287244487786675,0.22235566128084785,0.0867405146182709,0.0700914703543023,Financial,XLF
DHR,0.06424027775693729,0.28024925775293835,0.08649542179450477,0.050957346251046864,Healthcare,XLV
UNP,0.05659561559288926,0.20844115496015653,0.07961774917271738,0.07175694730498683,Industrial,XLI
LMT,0.05706173015965005,0.2202413099444517,0.07746834671457994,0.06628574709962343,Industrial,XLI
GPC,0.061624242904841524,0.28336153491380406,0.07631326147149582,0.04056021516315411,Consumer Discretionary,XLY
PTC,0.06018778541573185,0.2836326311140027,0.07117582111917727,0.041474123022599896,Technology,XLK
BEN,0.05860768002672767,0.3081011674736268,0.06039470794384598,0.022291641546857033,Financial,XLF
FTV,0.0509352128395948,0.24052024750141124,0.04546483280801811,0.04431240759122956,Industrial,XLI
CARR,0.05372043239274802,0.3165816489394642,0.04333931685146917,0.007550292035856332,Industrial,XLI
CARR,0.05372043239274802,0.3165816489394642,0.04333931685146917,0.007550292035856332,Technology,XLK
CRL,0.058720720529096784,0.46485275580771973,0.040272366454121585,-0.0985523256069959,Healthcare,XLV
MAS,0.04969996203480316,0.27993212630431225,0.03465112119449412,0.021726652876722152,Industrial,XLI
HSIC,0.04908628297036112,0.27361674596555946,0.03320806604251051,0.023779710713236257,Healthcare,XLV
SNPS,0.0533034571973011,0.47501389337633604,0.028006459143209223,-0.1290653328894793,Technology,XLK
PFE,0.04645698994811946,0.25329176995777114,0.025492300634939586,0.029176272385376345,Healthcare,XLV
APTV,0.04881723540987924,0.3752780461414879,0.023495207088546164,-0.04334208950408469,Consumer Discretionary,XLY
MRK,0.045538680568770334,0.26009818959136816,0.02129457562727359,0.02318453730617387,Healthcare,XLV
NDSN,0.04481372266518492,0.2546513950482809,0.018903185919214218,0.024955851046316146,Industrial,XLI
ERIE,0.04370205643670661,0.29997965788118336,0.01234102493100692,-0.00291118618905184,Financial,XLF
ITW,0.04211665721927151,0.19238937086055943,0.011001944701017964,0.047951698393914555,Industrial,XLI
DECK,0.041119470843652514,0.47855477187752754,0.00233927422614649,-0.13975095992260655,Consumer Discretionary,XLY
COO,0.03538554293455438,0.3141855093910337,-0.014687046116129098,-0.028059683273089386,Healthcare,XLV
TECH,0.03369405200706541,0.40220984206287724,-0.01567825382042437,-0.08800654733904523,Healthcare,XLV
HPQ,0.033787821213186964,0.3500863671674149,-0.017744703505813208,-0.05309354585092563,Technology,XLK
WST,0.02966705944301609,0.4819581111835954,-0.021439499236994303,-0.17656917070338007,Healthcare,XLV
OTIS,0.03408689273932564,0.21284841281775396,-0.027780837932474062,0.021784847030853483,Industrial,XLI
LEN,0.027318066807926342,0.3351733058579372,-0.037836942770880684,-0.055316441117859494,Consumer Discretionary,XLY
AJG,0.030871262781878718,0.22095812931426528,-0.04131433066731672,0.012437741849187445,Financial,XLF
SBUX,0.02416828861702848,0.35595537752859385,-0.04447667427555512,-0.07194900666339221,Consumer Discretionary,XLY
MCHP,0.013684590168837555,0.4982355602015811,-0.05281720522018841,-0.1934321441562078,Technology,XLK
EFX,0.021071375069466408,0.3250646377477887,-0.058230341699671256,-0.060964436943219846,Industrial,XLI
ABNB,0.0009263875111085178,0.35655973474237945,-0.1095850391439259,-0.11629225073007576,Consumer Discretionary,XLY
ON,-0.025274878699148618,0.5339876843631565,-0.12224041978982464,-0.2810611752393979,Technology,XLK
SWK,-0.008651628113249902,0.3893727316225371,-0.12494872948733712,-0.15345504816386213,Industrial,XLI
ODFL,-0.014968136983650883,0.36586125370199213,-0.1502431220235869,-0.1496450606468679,Industrial,XLI
VRSK,0.005740379975608675,0.2249348258464639,-0.1523090961813813,-0.038639323678565485,Industrial,XLI
PAYX,0.003939746760881184,0.22010780170668567,-0.1638299640426762,-0.03973834310641566,Industrial,XLI
WHR,-0.03692076512690891,0.4260128044241811,-0.1805597492096009,-0.22355067677867846,Consumer Discretionary,XLY
REGN,-0.02089699886186973,0.32934141697056657,-0.1849053769854647,-0.14020989508752024,Healthcare,XLV
BLDR,-0.047533516660425455,0.4489091061710575,-0.19499162627160135,-0.25517938788596806,Industrial,XLI
ALGN,-0.05283251758056813,0.46691189377830344,-0.1988223448954298,-0.2893820469649053,Healthcare,XLV
BA,-0.032161059891217446,0.3608111313339708,-0.19999676735146057,-0.17494890924599604,Industrial,XLI
EPAM,-0.04562649571453595,0.42542479037573516,-0.20127293390427634,-0.2417131988695893,Technology,XLK
SWKS,-0.06935731052674009,0.4400040464116369,-0.24853705646250596,-0.28404621705810285,Technology,XLK
MMC,-0.00541726346133218,0.1797229530804736,-0.2527070843366119,-0.042135640743670266,Financial,XLF
IEX,-0.02603612126929676,0.2522360731604778,-0.2618028438275092,-0.10876411066305014,Industrial,XLI
BDX,-0.04218391496728692,0.2499243700436616,-0.3288351390179735,-0.13720364494069448,Healthcare,XLV
CMG,-0.08002663753270588,0.34480954124695173,-0.3480954648141337,-0.24340717025986958,Consumer Discretionary,XLY
AKAM,-0.0911153294328178,0.3627820980440074,-0.3614162058705356,-0.2702561385248875,Technology,XLK
DXCM,-0.1495082134441719,0.5035894370763936,-0.3763149095111458,-0.4401128735546408,Healthcare,XLV
EG,-0.05963879598920691,0.2571776978698082,-0.38743171283711914,-0.1686708707166652,Financial,XLF
ACN,-0.06788682102332053,0.2663236060827718,-0.4050967265357242,-0.1852954178339986,Technology,XLK
BIIB,-0.0973497959702081,0.2928430503496654,-0.46902187300059667,-0.24234189419293029,Healthcare,XLV
CPRT,-0.07384635483287362,0.23705087996547472,-0.48026126226342114,-0.1829499531675275,Industrial,XLI
