Symbol,Sector,Sector_Code,Market_Cap,PE_Ratio,PB_Ratio,ROE,Profit_Margin,Revenue_Growth,Earnings_Growth,Beta,Momentum_60,Volatility_60,RSI,Cluster,PC1,PC2
FITB,Financial,XLF,30024652800,13.558208,1.5525551,0.115109995,0.29674,0.067,0.167,1.007,0.005788620325604121,0.25200578926916894,71.9568521742606,4,-0.16735094740056158,-0.2009870714751473
GPN,Financial,XLF,19129569280,11.965098,0.8230517,0.07233,0.17365,0.005,1.131,0.824,-0.07615700194735042,0.3256727502639939,67.40088920058773,1,-0.48281306943388186,-0.1060846552644498
RJF,Financial,XLF,32525508608,15.853256,2.60163,0.17666,0.15234,0.07,0.035,1.008,-0.03914999249538709,0.2224330315483058,58.54039226232327,2,-0.9219114601876001,-0.10381524200146115
STT,Financial,XLF,35067580416,13.122081,1.4485264,0.111499995,0.21877001,0.094,0.23,1.453,0.1073600253379412,0.2343397494737552,68.83697707613521,4,0.30903711489776725,0.3121110215623961
BRO,Financial,XLF,26757148672,23.748486,2.1322849,0.10695,0.18691999,0.342,-0.161,0.815,-0.1604228571381866,0.25995834150357744,37.59322438771921,2,-0.5518395292725639,-1.4199378007482868
TROW,Financial,XLF,23417251840,11.622683,2.1551778,0.1867,0.28892002,0.06,0.087,1.538,0.021272529778836757,0.21837714800983374,65.79972121494725,4,0.04331727211093353,-0.023001751165873822
SYF,Financial,XLF,29898543104,8.811403,1.8267373,0.21636999,0.37066,0.207,0.474,1.451,0.07058834889385701,0.2660378857223946,77.14711097537628,4,1.2620640255594517,-0.4615370336346336
HBAN,Financial,XLF,26614173696,11.818182,1.2637403,0.10434,0.29619,0.148,0.242,0.976,-0.0404257296170526,0.26023547580002104,72.94116767082917,4,0.017314669961541823,-0.4363304588153116
CPAY,Financial,XLF,21935652864,21.103262,5.338466,0.29097,0.24365999,0.139,0.003,0.847,0.010671621073651716,0.32569236404280966,78.50822657416042,4,0.2634507036247027,0.21230815744511902
CINF,Financial,XLF,25379893248,12.075893,1.6434445,0.14529,0.17569,0.122,0.367,0.695,0.04047918125635652,0.19018987110583377,45.42335804016701,2,-0.9979917351855458,-1.1720181439561934
CFG,Financial,XLF,23922614272,15.535014,1.0088773,0.067140006,0.22894,0.136,0.364,1.106,0.07992095117089493,0.27787793266991556,69.02119331892911,4,0.32798563936267755,0.013535112174311269
WRB,Financial,XLF,25355014144,14.016807,2.5865479,0.20887,0.13007,0.108,0.407,0.375,-0.09507019444591036,0.25807250784206104,15.687577732755173,2,-1.8941471918017383,-1.992606067923665
NTRS,Financial,XLF,25397899264,15.525642,2.0869825,0.13432,0.21761,0.042,0.032,1.28,0.03550332284314095,0.22791023452001657,67.97801769315753,4,-0.2986907221360772,0.29813052101841464
FDS,Financial,XLF,10987783168,18.690033,5.0041327,0.29132,0.25715,0.062,0.728,0.744,-0.19360210429375435,0.3822768873729266,69.61921036403093,1,-0.24565173743912935,-0.3593523780485939
EG,Financial,XLF,13011938304,23.046097,0.8467483,0.03595,0.031229999,-0.009,-0.484,0.38,-0.1127744066380647,0.31520079941835355,32.11616797660636,2,-2.4200688995084763,-0.01010631398353072
L,Financial,XLF,21327583232,14.901449,1.1632669,0.08182,0.07949,0.046,0.334,0.616,0.05355897631216222,0.14070883254241565,42.698052989011636,2,-1.7500711689267674,-0.8330383137863628
GL,Financial,XLF,10641434624,9.533381,1.8544608,0.22277,0.19363001,0.04,0.375,0.479,-0.07482349896886364,0.17720982398468121,48.22293106678367,2,-1.7567146816427353,-1.3444188234283834
AIZ,Financial,XLF,11245844480,13.589634,1.9427809,0.15413,0.06753,0.089,1.027,0.573,0.0503399939925131,0.19344039243717337,39.11926006095699,2,-1.259844676268966,-1.2349527147406196
CBOE,Financial,XLF,26449946624,27.178493,5.4141583,0.21621001,0.21287,0.081,0.377,0.353,0.07920237078354697,0.18782475365548745,38.00943542585427,2,-1.1767439982869803,-1.6552881100577557
IVZ,Financial,XLF,11702089728,17.85034,1.0622191,0.06904,0.16691,0.082,4.5,1.64,0.18019711419844708,0.2892601092391873,71.51898944288197,4,2.424864107268009,-1.0735440337344688
MKTX,Financial,XLF,6248717312,28.39389,4.5072093,0.15823,0.26157,0.01,-0.032,0.993,-0.0912736663697894,0.2438053569646092,37.830544716566216,2,-1.139935059705725,-0.8643298073021636
JEF,Financial,XLF,12195290112,20.527777,1.168287,0.06689,0.10062,0.216,0.349,1.497,-0.10653776742838905,0.48311709710279016,65.48808793569961,1,0.9490215179313,1.193373407009369
ERIE,Financial,XLF,15501853696,23.927359,6.7140756,0.30444,0.16038,0.067,0.144,0.386,-0.12084879748410593,0.293180361258002,61.80125219805376,2,-1.1934651961428306,-0.42993161120416956
GE,Industrial,XLI,301101154304,38.01071,15.921274,0.42131,0.18344,0.238,0.193,1.405,0.009219176642366156,0.23916462420126872,33.22081749086729,2,0.5358675576770471,-1.262473082937468
CAT,Industrial,XLI,282572423168,30.963552,13.6640005,0.46283,0.14339,0.095,-0.036,1.563,0.4017958602615206,0.34935430977491944,76.47627159332691,4,1.938938201470534,1.4440229061158032
RTX,Industrial,XLI,229406097408,35.061478,3.5559158,0.10702,0.07666,0.119,0.294,0.435,0.10218952488392241,0.2547617802552772,42.04738640063866,2,-0.7588292888052937,-0.6974683135629158
HON,Industrial,XLI,128931487744,20.2038,7.2383003,0.34616002,0.1507,0.07,0.324,0.949,-0.034252340198799636,0.22773531431064128,35.76967054754783,2,-0.9819000206832361,-1.082297417819037
UNP,Industrial,XLI,139576688640,19.958439,8.065743,0.41619,0.2873,0.025,0.095,0.995,0.10132839780975189,0.16425625037030622,78.8889393565802,4,-0.13097773312279448,-0.2870558890670858
ETN,Industrial,XLI,131451035648,33.7998,6.960053,0.20653,0.14741,0.101,0.024,1.168,-0.07717953185417181,0.2967422087894772,40.68310716357997,2,-0.4642182604054211,-0.2915773706348454
ADP,Industrial,XLI,105983565824,25.827246,16.619871,0.70572996,0.19788,0.071,0.064,0.86,-0.10858601402789603,0.19018663674996122,64.38681039818869,2,-0.8060584812760969,-0.7765679148139315
DE,Industrial,XLI,128436199424,25.709415,4.9488564,0.20427999,0.110039994,0.131,-0.137,1.007,0.013303098181041806,0.2216870938293762,49.354675241691275,2,-0.6873106202169519,-0.23105527338208715
LMT,Industrial,XLI,105572900864,25.1922,16.826674,0.62776,0.05726,0.088,0.022,0.241,-0.03326214110623016,0.18560654619953412,42.530487873958236,2,-1.789299776120369,-1.2677858187857423
UPS,Industrial,XLI,80486342656,14.663061,5.0844097,0.33618,0.061490003,-0.037,-0.141,1.094,0.14427047655786152,0.2829011259731111,51.4963257435749,2,-0.8316131254652906,0.7177184393781058
TT,Industrial,XLI,89324339200,30.66692,10.703087,0.3721,0.13926,0.055,0.114,1.194,0.0016468390353621132,0.2332880589924373,36.51024018858778,2,-0.691455032817679,-0.5640771092908087
GD,Industrial,XLI,91114323968,21.874838,3.723397,0.17782,0.081829995,0.106,0.158,0.405,0.03876316501251731,0.16936724483429003,41.3206530367982,2,-1.5874813305741347,-1.0712992803919859
PH,Industrial,XLI,111358779392,31.350197,8.060158,0.27294,0.18178,0.037,0.178,1.246,0.1622643918682638,0.250356146238311,76.38659760297044,4,0.4438368801802758,0.7375909109904508
WM,Industrial,XLI,86044344320,33.6877,9.039275,0.29328,0.10345,0.149,-0.207,0.586,-0.017208358361538667,0.1955959530790711,59.30457544237116,2,-0.9808295853349316,-0.3690726340122334
ITW,Industrial,XLI,72787550208,24.219204,22.580938,0.91683,0.19052,0.023,-0.281,1.151,-0.04599181449484091,0.17774977987859877,60.250463087567084,2,-0.7693952032119559,-0.4768723484106698
MMM,Industrial,XLI,89204817920,26.753992,19.224058,0.72920996,0.137,0.035,-0.375,1.148,0.0654313154988273,0.2530305404670601,49.79217349612759,2,-0.4846625641111579,-0.04938049578325018
CSX,Industrial,XLI,67673251840,23.571428,5.3000436,0.22589001,0.20548001,-0.009,-0.196,1.299,0.12208735153680772,0.2130573999718145,65.34805011345546,4,-0.29898947218418753,0.506297908669074
EMR,Industrial,XLI,77323091968,34.09181,3.8123648,0.09363,0.12728,0.051,-0.353,1.254,0.0213630014399373,0.26695101059648646,70.91682825574888,4,-0.26629549743057246,1.1481106156721617
NOC,Industrial,XLI,78603157504,19.761337,4.9029183,0.26152,0.09819999,0.043,0.096,0.046,-0.0429977923986502,0.1892476084649777,44.57409454228466,2,-2.204193592656656,-1.208623324899009
CTAS,Industrial,XLI,75251007488,41.5,15.823589,0.42187,0.17538,0.087,0.091,0.963,-0.07497014532800839,0.1819265354007567,50.07625498799158,2,-0.7595013807989723,-0.7966929113836818
FDX,Industrial,XLI,64720224256,16.077961,2.3309312,0.15004,0.046529997,0.139,-0.133,1.332,0.19490309256531058,0.24501015160277154,60.34433425489779,4,0.020640108534085162,0.8514283615085952
NSC,Industrial,XLI,66012303360,22.42302,4.359856,0.2048,0.24219,0.017,-0.349,1.318,0.0760215628067813,0.13889435719525087,65.68351239123159,4,-0.5870875418819923,0.10043508593834162
PCAR,Industrial,XLI,57945796608,21.633333,2.9917567,0.14151,0.091120005,-0.19,-0.395,1.017,0.07992095560615686,0.27627340250926585,82.49561343312101,1,-1.1971854911843511,2.0211414218651322
URI,Industrial,XLI,51274162176,20.533625,5.646238,0.28781,0.15826,0.059,0.02,1.678,-0.1486334327463622,0.29156346953780315,38.03659041794184,1,-0.5625625381514425,-0.059932614346279674
JCI,Industrial,XLI,74750451712,43.43346,5.40018,0.11374,0.13947,0.031,1.813,1.417,0.06230823634052429,0.2556015048140583,31.086786753008866,2,0.2792049667023762,-0.9567940965901333
GWW,Industrial,XLI,46662266880,27.32605,13.046862,0.46719003,0.09746,0.061,-0.38,1.116,-0.026100089869409926,0.17829112287217866,70.25204870382397,4,-0.8606032731465875,0.4851080525167648
RSG,Industrial,XLI,67604086784,32.173847,5.654411,0.18249,0.12768,0.033,-0.022,0.55,-0.04968896680995605,0.16746849144493423,63.8420416036114,2,-1.4845662398755852,-0.23705141012108819
CARR,Technology,XLK,46202032128,33.93125,3.1578643,0.0998,0.18052,-0.068,0.005,1.298,-0.11628417306570782,0.2771263251357445,50.807147389962,1,-1.002714029332283,0.4089656822449251
CARR,Technology,XLK,46202032128,33.93125,3.1578643,0.0998,0.18052,-0.068,0.005,1.298,-0.11628417306570782,0.2771263251357445,50.807147389962,1,-1.002714029332283,0.4089656822449251
CARR,Technology,XLK,46202032128,33.93125,3.1578643,0.0998,0.18052,-0.068,0.005,1.298,-0.11628417306570782,0.2771263251357445,50.807147389962,1,-1.002714029332283,0.4089656822449251
CARR,Technology,XLK,46202032128,33.93125,3.1578643,0.0998,0.18052,-0.068,0.005,1.298,-0.11628417306570782,0.2771263251357445,50.807147389962,1,-1.002714029332283,0.4089656822449251
CARR,Industrial,XLI,46202032128,33.93125,3.1578643,0.0998,0.18052,-0.068,0.005,1.298,-0.11628417306570782,0.2771263251357445,50.807147389962,1,-1.002714029332283,0.4089656822449251
CARR,Industrial,XLI,46202032128,33.93125,3.1578643,0.0998,0.18052,-0.068,0.005,1.298,-0.11628417306570782,0.2771263251357445,50.807147389962,1,-1.002714029332283,0.4089656822449251
CARR,Industrial,XLI,46202032128,33.93125,3.1578643,0.0998,0.18052,-0.068,0.005,1.298,-0.11628417306570782,0.2771263251357445,50.807147389962,1,-1.002714029332283,0.4089656822449251
CARR,Industrial,XLI,46202032128,33.93125,3.1578643,0.0998,0.18052,-0.068,0.005,1.298,-0.11628417306570782,0.2771263251357445,50.807147389962,1,-1.002714029332283,0.4089656822449251
PAYX,Industrial,XLI,40329736192,25.125559,10.156802,0.41266,0.27855,0.168,-0.102,0.898,-0.16258535251520956,0.20589167735577635,49.884256550884956,2,-0.7459859309768815,-1.4047993846535107
CMI,Industrial,XLI,70488211456,26.45855,5.8428774,0.22767,0.079450004,-0.016,-0.341,1.104,0.2500425073256034,0.28988224764773973,80.08624974031113,4,0.019565386653423462,1.7940574902498878
CPRT,Industrial,XLI,37481644032,23.754602,3.904013,0.18124,0.34243,0.007,0.108,1.119,-0.19999999999999996,0.2171513083333589,20.9359902133409,2,-1.4412405541442268,-1.9054949880227898
FAST,Industrial,XLI,47643480064,38.785046,12.23467,0.32742,0.15336001,0.117,0.115,0.884,-0.12084855797107008,0.2327960592958407,59.03614774253064,2,-0.6540296550514596,-0.37352128141849616
PWR,Industrial,XLI,68688744448,68.04136,8.181156,0.13369,0.03744,0.175,0.149,1.142,0.20448375837345223,0.3432770786602904,65.47197703226101,4,1.0992915895281097,1.3558132275425947
HWM,Industrial,XLI,76869451776,53.797184,15.127129,0.30064,0.18181999,0.138,0.173,1.322,0.028645356055242877,0.2550238443557333,32.17493901792342,2,0.17213457533323442,-0.713914637785303
AME,Industrial,XLI,46144602112,31.563982,4.369314,0.14632,0.20502001,0.108,0.088,1.047,0.05532842773783808,0.22668956334972828,64.54323631038915,4,-0.09447828032707385,-0.02757876227776208
ODFL,Industrial,XLI,32607586304,31.280241,7.6214566,0.25059,0.18967,-0.043,-0.105,1.274,0.07293602551770051,0.34014796783180035,78.52624512518459,4,0.1842343798920559,1.4313063231987115
IR,Industrial,XLI,31740557312,59.155556,3.117096,0.05382,0.07309,0.051,0.13,1.326,0.01384134154615646,0.25502800266850884,67.71589832892238,4,-0.05373551339395789,1.2757919962740616
DAL,Industrial,XLI,43813797888,9.464033,2.312358,0.28514,0.07357,0.064,0.102,1.376,0.12418701914903685,0.39201839201478217,74.9282856466898,4,0.48102790795399164,1.625619928336712
VRSK,Industrial,XLI,30910541824,34.036922,81.8498,2.68133,0.30418,0.059,0.045,0.814,-0.15476597710348017,0.31577582592722786,59.86842655628597,0,0.534518069756893,-2.318920100085292
LHX,Industrial,XLI,52105900032,29.946236,2.668749,0.091309994,0.08091,0.069,0.171,0.656,0.0016462718402123766,0.24168749920380833,35.3314663682972,2,-1.361809348310561,-0.599914714091975
EFX,Industrial,XLI,26057476096,39.982986,5.2508626,0.13066,0.1108,0.072,0.142,1.586,-0.17265966082882656,0.2741445568019374,58.14703962359433,1,-0.35583109186503253,0.7080330991281616
ROK,Industrial,XLI,45456105472,52.64193,12.436249,0.20282,0.104169995,0.138,-0.412,1.499,0.1763976419433375,0.22867320540073957,71.1784056121929,4,0.6803830788826487,1.301071791721611
UAL,Industrial,XLI,33976299520,10.516032,2.3744879,0.25588,0.05643,0.026,0.0,1.304,-0.015293721662683946,0.4350590284666166,65.03030720580463,1,-0.12428926866322154,1.5514997128836872
XYL,Industrial,XLI,33844631552,35.827316,3.020315,0.08555,0.10659,0.078,0.045,1.174,-0.015166814965614117,0.15144980021228516,38.14861209685068,2,-1.162693376999521,-0.4517979410272364
VLTO,Industrial,XLI,25366056960,27.989042,8.909821,0.37978,0.16746001,0.068,0.08,1.107,-0.062028240759550046,0.19035425814970403,60.30489677053191,2,-0.7485274043060777,-0.24618077784561218
DOV,Industrial,XLI,26208608256,24.88151,3.4202,0.15883,0.28370002,0.048,-0.126,1.309,0.10778808494407133,0.24790038789652608,69.93756586503524,4,0.23603570209508973,0.35301462048513926
BR,Industrial,XLI,27083128832,29.670076,10.275465,0.38215,0.13112001,0.117,1.059,0.994,-0.07939528867100742,0.1585098817658867,67.32560398644807,2,-0.41962596583057854,-0.7300815291889289
HUBB,Industrial,XLI,23411857408,27.550344,6.3596992,0.24991,0.15123,0.041,0.141,1.004,0.010435593728830073,0.275723269962054,56.17075065343513,2,-0.538559931598489,0.1018282303156842
FTV,Industrial,XLI,18185578496,21.161417,2.624768,0.103649996,0.09621,0.023,-0.742,1.043,0.10199988847231545,0.19166697616823436,65.81116819509998,4,-1.1069931652173028,0.970621825876089
LDOS,Industrial,XLI,23968509952,17.459814,4.865738,0.2929,0.08106,0.067,0.052,0.589,0.018314621647169016,0.2277803029968291,42.14847860949167,2,-1.4852981451320604,-0.6122947704480048
SNA,Industrial,XLI,18111643648,18.216684,3.1028874,0.18330999,0.19827999,0.036,0.068,0.776,0.04855292602191352,0.18736436242198284,80.56551084137743,4,-0.7048819894824316,0.19558337481244498
BLDR,Industrial,XLI,12164970496,20.874763,2.8177347,0.13555999,0.03795,-0.069,-0.549,1.565,-0.22924398914555166,0.4260341795384448,58.890387236473735,1,-1.0686249538316108,2.083576397377106
EXPD,Industrial,XLI,20557285376,24.709625,8.901622,0.36505002,0.07571,-0.035,0.006,1.143,0.23284049874290913,0.31623829065403875,80.0157327637798,4,0.16308455512999617,1.7128422233124763
PNR,Industrial,XLI,17089833984,26.526716,4.5102534,0.17966999,0.15844,0.029,0.333,1.208,-0.058260753779774466,0.1815553006995947,49.7304519851854,2,-0.9758417627323905,-0.37738732691896726
MAS,Industrial,XLI,13231781888,16.163683,-168.08511,5.6387095,0.10885999,-0.033,0.169,1.272,-0.13734790013803477,0.2378328925189816,61.33208600100007,0,-2.3744761302141333,-0.542887333099198
IEX,Industrial,XLI,13366504448,28.09177,3.3194351,0.12197,0.13974,0.101,0.083,0.999,0.1105780689279825,0.21062612865011082,78.21008438840833,4,-0.11179169267186123,0.6273510571068768
TXT,Industrial,XLI,14874796032,18.26477,1.9621532,0.11465,0.05809,0.051,0.105,1.013,0.02757599127414445,0.2043476315086579,66.04432701141648,2,-0.9705628919406857,0.5731186915872153
JBHT,Industrial,XLI,18237952000,32.65338,5.0226593,0.15126,0.04753,-0.005,0.181,1.276,0.36954800374318597,0.5333243052095189,84.04255578182207,4,1.6392150694224146,2.9890768388331983
SWK,Industrial,XLI,11224513536,24.989655,1.2500432,0.04918,0.02892,0.001,-0.434,1.196,-0.05477764886837966,0.3584857932734308,73.5860995210496,1,-0.7215473306123968,2.0257143963908075
NDSN,Industrial,XLI,13501682688,30.01633,4.5021667,0.15594,0.16341999,0.121,0.088,1.017,0.07061878673720834,0.17070498944326506,68.30091430244534,4,-0.33142627390264257,0.01440612257143062
AMZN,Consumer Discretionary,XLY,2453725249536,32.465347,6.636308,0.24327,0.11063,0.134,0.364,1.372,0.006048673766077872,0.3386107925942409,43.836591653373844,3,1.9411529145450088,-1.4014555183529367
TSLA,Consumer Discretionary,XLY,1513247735808,311.64383,18.912628,0.06791,0.05314,0.116,-0.371,1.878,0.14916400766384763,0.5028301014684614,77.0421592029263,3,5.49895857832323,3.960955975398084
HD,Consumer Discretionary,XLY,353018314752,24.20546,29.121292,1.62909,0.087740004,0.028,-0.014,1.051,-0.15563762553138427,0.2222806372586856,46.733484650790594,2,-0.9374493414143602,-1.1781210403601239
NKE,Consumer Discretionary,XLY,97354342400,33.774357,7.2230754,0.21122,0.062340003,0.011,-0.3,1.291,-0.09204835690177826,0.3037100562852652,59.99623235187797,1,-0.7483721288122,1.127070384462107
TJX,Consumer Discretionary,XLY,170591256576,33.762115,18.186995,0.58396,0.086789995,0.075,0.123,0.762,0.10211170022401306,0.16030323889056253,67.68172085560136,2,-0.5204655013021983,-0.20294040366947924
CMG,Consumer Discretionary,XLY,45509636096,30.035397,13.967077,0.44958,0.13036,0.075,0.022,0.991,-0.1214082917869066,0.49192618618411194,64.39853623151458,1,0.21900771202642474,0.9084311697665269
GM,Consumer Discretionary,XLY,72405524480,14.51336,1.0690188,0.04442,0.01625,-0.003,-0.496,1.305,0.3025952325896768,0.38623102286731853,71.91754160606672,4,0.24207769580942737,2.4582426774641255
ABNB,Consumer Discretionary,XLY,76113133568,29.6,8.779041,0.30776,0.2203,0.097,0.038,1.118,0.01444305670330226,0.23610332596619382,54.18182373046874,2,-0.2053394141269207,-0.4339710766128804
F,Consumer Discretionary,XLY,51918016512,11.136752,1.0955104,0.10295,0.024820002,0.094,1.727,1.611,0.1284839905032853,0.38036760059221647,46.85039783974072,1,0.8679056032908952,0.35638752478313523
ROST,Consumer Discretionary,XLY,58176032768,27.792187,9.711711,0.37425,0.0947,0.104,0.068,1.038,0.202636933451662,0.24789508915065053,85.8564762514137,4,0.42799734884682256,1.0788720166557193
DHI,Consumer Discretionary,XLY,47288352768,13.721453,1.9309051,0.14321,0.10468,-0.032,-0.222,1.38,-0.10546858966211681,0.3461300876059219,67.95298708840352,1,-0.7363200479896297,1.4200681721983364
LEN,Consumer Discretionary,XLY,30602170368,12.256183,1.4000498,0.10774,0.07721,-0.064,-0.462,1.401,-0.09348235801847715,0.35586549063637507,53.46363318229332,1,-1.1585529138626074,1.3917925846024992
LULU,Consumer Discretionary,XLY,22772793344,12.969966,5.151417,0.42422,0.16377,0.065,-0.016,1.012,0.18852818108585856,0.34994020065986237,74.62423487288538,4,0.38619848237592896,0.8652396150933601
GRMN,Consumer Discretionary,XLY,39189843968,25.134565,4.6198006,0.19655001,0.22625999,0.117,0.005,1.014,-0.14486729346397897,0.3080808112575274,70.02538825292643,1,-0.2548887439658987,0.09018026413126387
EBAY,Consumer Discretionary,XLY,37688791040,18.28603,7.9343853,0.42430001,0.20366,0.095,0.054,1.341,-0.08853578793975936,0.41952752054026626,43.988382580294505,1,0.11642444066103015,-0.022294558727940037
TSCO,Consumer Discretionary,XLY,28576067584,26.125607,11.118422,0.45459,0.07176,0.072,0.088,0.719,-0.10384308776520212,0.21473110085762506,43.42297487066455,2,-1.5377871432767094,-0.6862299987906417
NVR,Consumer Discretionary,XLY,20828499968,16.58361,5.4365964,0.348,0.13545,-0.049,-0.139,1.005,-0.10419001259867955,0.21245161032118753,60.571232886806364,1,-1.5729253072161948,0.20523018399186202
DECK,Consumer Discretionary,XLY,14789832704,14.814264,5.9063983,0.43312,0.19364001,0.091,0.144,1.186,-0.1586498147827663,0.5033770250119979,77.98409816628802,1,0.5336370010468774,1.0942996899717417
PHM,Consumer Discretionary,XLY,25054818304,9.791056,1.9323766,0.21569,0.14926,-0.016,-0.116,1.314,-0.07222808847749795,0.2900716334415145,64.75016214420965,1,-0.8163755946537978,0.7762076869151495
CCL,Consumer Discretionary,XLY,35076669440,13.335052,2.8456717,0.25733998,0.10069,0.033,0.06,2.536,-0.17899077590227552,0.3863800895613243,48.99866740244319,1,0.31995244926723193,1.5354796665175419
DRI,Consumer Discretionary,XLY,20721246208,19.048231,9.294979,0.50411,0.08898,0.104,0.261,0.656,-0.15733272790664676,0.2692795680000018,56.446800838146075,2,-1.2046158692344957,-0.4952424128305002
LVS,Consumer Discretionary,XLY,45477552128,29.842342,28.59301,0.65651,0.12687999,0.242,0.619,0.967,0.243353244455772,0.4320977477482513,53.83938119005228,4,1.7141875500344652,-0.22406657753445502
ULTA,Consumer Discretionary,XLY,27034783744,23.099077,10.166311,0.47967,0.09932,0.129,0.0,0.866,0.16882360908465777,0.3524077994496168,71.45830648630303,4,0.4043738738874975,0.7578367772952586
GPC,Consumer Discretionary,XLY,18117750784,22.416525,3.7850564,0.16994,0.0336,0.049,0.0,0.745,-0.07079910278439916,0.18085931869780228,62.97850922498958,2,-1.6312503803287808,0.2449210389797164
BBY,Consumer Discretionary,XLY,15675583488,24.478548,5.871131,0.22493,0.015420001,0.024,-0.476,1.391,-0.009783289478683233,0.3602949620576129,45.65338504604593,1,-0.7294818313164612,1.3065824408970341
RCL,Consumer Discretionary,XLY,70267224064,17.327505,6.9493217,0.46677,0.23318,0.052,0.363,1.914,-0.2317629991059228,0.37867592643182185,53.90256552552696,1,0.29257785786418106,0.2341504116885276
EXPE,Consumer Discretionary,XLY,32590395392,25.378613,24.241282,0.53886,0.096590005,0.087,0.454,1.442,0.18758617131595368,0.5169228902713723,49.46959708583085,1,1.4784425203375888,0.9257802976511719
TPR,Consumer Discretionary,XLY,24074741760,88.77863,59.886715,0.16053,0.03765,0.131,0.62,1.665,0.0961371843154113,0.39659087847214664,77.04744655889048,4,2.371975257499725,1.7867727354948215
POOL,Consumer Discretionary,XLY,8938408960,21.834093,6.47719,0.29307,0.07784,0.013,0.04,1.229,-0.2616016147954552,0.2482193828798099,47.05138657991309,1,-1.634584505193897,0.04485080051295571
LKQ,Consumer Discretionary,XLY,7577284608,10.907408,1.1516502,0.10882,0.049439996,0.013,-0.038,0.896,-0.07889979931239699,0.2650859442861941,42.747226358676436,2,-1.7357728135774644,0.08397408716670536
BWA,Consumer Discretionary,XLY,9369811968,60.985916,1.5467046,0.0304,0.00945,0.041,-0.301,1.044,-0.0052259916466164125,0.25691571346165665,42.06747690918596,2,-1.0764121882069757,0.8510693683540662
NCLH,Consumer Discretionary,XLY,8613472256,13.611511,3.927756,0.39870998,0.06846,0.047,-0.096,2.117,-0.29005627215324636,0.4225404590715534,57.664218672049934,1,-0.1509157303180504,1.6102181215031746
RL,Consumer Discretionary,XLY,22341230592,27.25,8.660555,0.34005,0.112840004,0.165,0.437,1.535,0.17260225726468992,0.2932203347153988,69.95462587281396,4,1.0914602125367556,0.7864582330354835
MHK,Consumer Discretionary,XLY,6877381632,16.471727,0.82198393,0.051999997,0.03927,0.014,-0.314,1.237,-0.1864618225225383,0.3305965653787082,57.76760313424778,1,-1.3263429119006156,1.1892372474877166
